Transporter	Inhibitor	Ki	IC50	CellSystem	Substrate	Reference
SLC22A12	losartan		570.5	HEK293-URAT1	uric-acid	20075570
SLC22A12	losartan	0.0077		URAT1-expressing oocytes	uric-acid	17043154
SLC22A12	morin		~2	HEK293-URAT1	uric-acid	17325024
SLC22A12	morin	5.74		HEK293-URAT1	uric-acid	17325024
SLC22A12	pratosartan	0.0067		URAT1-expressing oocytes	uric-acid	17043154
SLC22A12	probenecid		~50	HEK293-URAT1	uric-acid	17325024
SLC22A12	sulfinpyrazone		~100	HEK293-URAT1	uric-acid	17325024
SLC22A12	telmisartan	0.0182		URAT1-expressing oocytes	uric-acid	17043154
SLC22A12	uric-acid		170	URAT1-expressing oocytes	oxypurinol	16135657
SLC22A2	3_4-methylenedioxymetamphetamine-(mdma)	1.63		HEK293-OCT2	n-methylpyridinium	16581093
SLC22A2	amantadine	28.4		HEK293-OCT2	n-methylpyridinium	16581093
SLC22A2	amantadine		45.9	HEK293-OCT2	ym155	19833842
SLC22A2	amitriptyline		14	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	atropine		39	HEK293-OCT2	n-methylpyridinium	16263091
SLC22A2	butylscopolamine		764	HEK293-OCT2	n-methylpyridinium	16263091
SLC22A2	carvedilol		63	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	chloroquine		1096	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	chlorpromazine		14	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	cimetidine		120	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	cimetidine		373	OCT2-expressing oocytes	tetraethylammonium	10082798
SLC22A2	cimetidine		110	HEK293-OCT2	ym155	19833842
SLC22A2	clonidine		16	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	clonidine		23	HEK293-OCT2	n-methylpyridinium	16263091
SLC22A2	cocaine	113		HEK293-OCT2	n-methylpyridinium	16581093
SLC22A2	corticosterone		5.35	HEK293-OCT2	ym155	19833842
SLC22A2	d-amphetamine	10.5		HEK293-OCT2	n-methylpyridinium	16581093
SLC22A2	decynium-22		13.8	OCT2-expressing oocytes	tetraethylammonium	10082798
SLC22A2	decynium-22	0.1		OCT2-expressing oocytes	tetraethylammonium	9260930
SLC22A2	desloraratidine		60	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	diphenhydramine		15	HEK293-OCT2	n-methylpyridinium	16263091
SLC22A2	diphenhydramine		21	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	disopyramide		324	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	doxepin		13	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	etilefrine		4009	HEK293-OCT2	n-methylpyridinium	16263091
SLC22A2	famotidine		114	OCT2-expressing oocytes	n-methylpyridinium	16141367
SLC22A2	fenfluramine		10	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	flecainide		191	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	flurazepam		60	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	furamidine		182	CHO-OCT2	n-methylpyridinium	18971316
SLC22A2	imipramine		6	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	ipratropiumbromide		15	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	ketamine	22.7		HEK293-OCT2	n-methylpyridinium	16581093
SLC22A2	levomethadone		60	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	mefloquine		204	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	memantine	7.3		HEK293-OCT2	n-methylpyridinium	16581093
SLC22A2	mepiperphenidol	4.8		OCT2-expressing oocytes	tetraethylammonium	9260930
SLC22A2	metformin		398	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	metformin		521	OCT2-expressing oocytes	n-methylpyridinium	16141367
SLC22A2	mexiletine		55	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	mk-801	21.5		HEK293-OCT2	n-methylpyridinium	16581093
SLC22A2	n-methylpyridinium	2.4		OCT2-expressing oocytes	tetraethylammonium	9260930
SLC22A2	n-methylpyridinium		4.42	HEK293-OCT2	ym155	19833842
SLC22A2	pentamidine		10.6	CHO-OCT2	n-methylpyridinium	18971316
SLC22A2	phencyclidine	24.9		HEK293-OCT2	n-methylpyridinium	16581093
SLC22A2	prazosin		80.4	HEK293-OCT2	ym155	19833842
SLC22A2	procainamide		91.9	HEK293-OCT2	ym155	19833842
SLC22A2	propafenone		25	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	propranolol		229	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	quinidine		8.7	OCT2-expressing oocytes	n-methylpyridinium	16141367
SLC22A2	quinidine		13.3	CHO-OCT2	n-methylpyridinium	18971316
SLC22A2	quinidine		87	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	quinidine		11	HEK293-OCT2	ym155	19833842
SLC22A2	quinine		23	HEK293-OCT2	n-methylpyridinium	16263091
SLC22A2	quinine	3.4		OCT2-expressing oocytes	tetraethylammonium	9260930
SLC22A2	ranitidine	79		HEK293-OCT2	cimetidine	16006492
SLC22A2	ranitidine	30.5		HEK293-OCT2	famotidine	16006492
SLC22A2	ranitidine		76	OCT2-expressing oocytes	n-methylpyridinium	16141367
SLC22A2	ranitidine		1617	HEK293-OCT2	n-methylpyridinium	16263091
SLC22A2	sibutramine		29	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	tamoxifen		87	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	tetraethylammonium		189.2	CHO-OCT2	n-methylpyridinium	18971316
SLC22A2	tetraethylammonium		222	OCT2-expressing oocytes	n-methylpyridinium	16141367
SLC22A2	tetrapentylammonium	1.5		OCT2-expressing oocytes	tetraethylammonium	9260930
SLC22A2	trimethoprim		1318	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	verapamil		85	HEK293-OCT2	n-methylpyridinium	19002438
SLC22A2	verapamil		13.4	HEK293-OCT2	ym155	19833842
SLC22A2	ym155		15.9	HEK293-OCT2	n-methylpyridinium	19833842
SLC22A3	3_4-methylenedioxymetamphetamine-(mdma)	73.6		HEK293-OCT3	n-methylpyridinium	16581093
SLC22A3	amantadine	>1000		HEK293-OCT3	n-methylpyridinium	16581093
SLC22A3	atropine		466	CHO-OCT3	n-methylpyridinium	16263091
SLC22A3	clonidine		110	CHO-OCT3	n-methylpyridinium	16263091
SLC22A3	clonidine	373		HRPE-OCT3	n-methylpyridinium	10966924
SLC22A3	cocaine	>1000		HEK293-OCT3	n-methylpyridinium	16581093
SLC22A3	d-amphetamine	460		HEK293-OCT3	n-methylpyridinium	16581093
SLC22A3	desipramine	14		HRPE-OCT3	n-methylpyridinium	10966924
SLC22A3	diphenhydramine		695	CHO-OCT3	n-methylpyridinium	16263091
SLC22A3	etilefrine		4448	CHO-OCT3	n-methylpyridinium	16263091
SLC22A3	famotidine		6.7	OCT3-expressing oocytes	n-methylpyridinium	16141367
SLC22A3	furamidine		20.4	CHO-OCT3	n-methylpyridinium	18971316
SLC22A3	guanidine	6201		HRPE-OCT3	n-methylpyridinium	10966924
SLC22A3	histamine	140		HEK293-OCT3	n-methylpyridinium	10385678
SLC22A3	imipramine	42		HRPE-OCT3	n-methylpyridinium	10966924
SLC22A3	ketamine	225.7		HEK293-OCT3	n-methylpyridinium	16581093
SLC22A3	memantine	236		HEK293-OCT3	n-methylpyridinium	16581093
SLC22A3	metformin		2332	OCT3-expressing oocytes	n-methylpyridinium	16141367
SLC22A3	mk-801	224		HEK293-OCT3	n-methylpyridinium	16581093
SLC22A3	pentamidine		14.8	CHO-OCT3	n-methylpyridinium	18971316
SLC22A3	phencyclidine	333		HEK293-OCT3	n-methylpyridinium	16581093
SLC22A3	procainamide	738		HRPE-OCT3	n-methylpyridinium	10966924
SLC22A3	quinidine		18.3	OCT3-expressing oocytes	n-methylpyridinium	16141367
SLC22A3	quinidine		22.7	CHO-OCT3	n-methylpyridinium	18971316
SLC22A3	quinine		37	CHO-OCT3	n-methylpyridinium	16263091
SLC22A3	ranitidine		290	OCT3-expressing oocytes	n-methylpyridinium	16141367
SLC22A3	ranitidine		372	CHO-OCT3	n-methylpyridinium	16263091
SLC22A3	tetraethylammonium		1237	OCT3-expressing oocytes	n-methylpyridinium	16141367
SLC22A3	tetraethylammonium		1476.6	CHO-OCT3	n-methylpyridinium	18971316
SLC22A3	tetraethylammonium	1372		HRPE-OCT3	n-methylpyridinium	10966924
SLC22A3	ym-252124-(ym758-metabolite)		63.4	HEK293-OCT3	n-methylpyridinium	19439489
SLC22A3	ym155		108	HEK293-OCT3	n-methylpyridinium	19833842
SLC22A3	ym758		15.9	HEK293-OCT3	n-methylpyridinium	19439489
SLC22A4	l-ergothioneine	9		HEK293-OCTN1	tetraethylammonium	17700366
SLC22A5	cefepime		1700	HeLa-OCTN2	l-carnitine	10636865
SLC22A5	cefoselis		6400	HeLa-OCTN2	l-carnitine	10636865
SLC22A5	cephaloridine		230	HeLa-OCTN2	l-carnitine	10636865
SLC22A5	emetine		4.2	OCTN2-expressing oocytes	l-carnitine	10966938
SLC22A6	(noradamantan-3-yl)-1_3-dipropylxanthine-(kw-3902)	7.82		S2-OAT1	para-aminohippurate	11426832
SLC22A6	acetazolamide		75	S2-OAT1	para-aminohippurate	14610216
SLC22A6	acetominophen		639	S2-OAT1	para-aminohippurate	12388633
SLC22A6	acetylsalicylate		769	S2-OAT1	para-aminohippurate	12388633
SLC22A6	betamipron	23.6		S2-OAT1	para-aminohippurate	11426832
SLC22A6	bumetanide		7.6	S2-OAT1	para-aminohippurate	14610216
SLC22A6	candesartan		17	HEK293-OAT1	uric-acid	17674156
SLC22A6	chlorothiazide		3.78	S2-OAT1	para-aminohippurate	14610216
SLC22A6	cilastatin	1470		S2-OAT1	para-aminohippurate	11426832
SLC22A6	cyclothiazide		84.3	S2-OAT1	para-aminohippurate	14610216
SLC22A6	diclofenac		4.46	S2-OAT1	para-aminohippurate	12388633
SLC22A6	ethacrynic-acid		29.6	S2-OAT1	para-aminohippurate	14610216
SLC22A6	fluvastatin		26.3	S2-OAT1	para-aminohippurate	14729100
SLC22A6	furosemide		18	S2-OAT1	para-aminohippurate	14610216
SLC22A6	hydrochlorothiazide		67.3	S2-OAT1	para-aminohippurate	14610216
SLC22A6	ibuprofen		55.6	S2-OAT1	para-aminohippurate	12388633
SLC22A6	indomethacin		3.83	S2-OAT1	para-aminohippurate	12388633
SLC22A6	ketoprofen		4.34	S2-OAT1	para-aminohippurate	12388633
SLC22A6	losartan		12	HEK293-OAT1	uric-acid	17674156
SLC22A6	mefenamic-acid		0.83	S2-OAT1	para-aminohippurate	12388633
SLC22A6	methazolamide		438	S2-OAT1	para-aminohippurate	14610216
SLC22A6	naproxen		5.67	S2-OAT1	para-aminohippurate	12388633
SLC22A6	novobiocin	14.9	34.8	COS7-OAT1	para-aminohippurate	19282394
SLC22A6	olmesartan		0.28	HEK293-OAT1	uric-acid	17674156
SLC22A6	phenacetin		275	S2-OAT1	para-aminohippurate	12388633
SLC22A6	piroxicam		62.8	S2-OAT1	para-aminohippurate	12388633
SLC22A6	pratosartan		1.5	HEK293-OAT1	uric-acid	17674156
SLC22A6	pravastatin		408	S2-OAT1	para-aminohippurate	14729100
SLC22A6	probenecid		3.9	CHO-OAT1	cidofovir	17314201
SLC22A6	probenecid	4.29		S2-OAT1	ochratoxin-a	11669456
SLC22A6	probenecid	12.1		S2-OAT1	para-aminohippurate	11426832
SLC22A6	salicylate		325	S2-OAT1	para-aminohippurate	12388633
SLC22A6	simvastatin		41.5	OAT1-expressing oocytes	para-aminohippurate	17585018
SLC22A6	simvastatin		73.6	S2-OAT1	para-aminohippurate	14729100
SLC22A6	sulindac		36.2	S2-OAT1	para-aminohippurate	12388633
SLC22A6	telmisartan		0.46	HEK293-OAT1	uric-acid	17674156
SLC22A6	trichloromethiazide		19.2	S2-OAT1	para-aminohippurate	14610216
SLC22A6	valsartan		16	HEK293-OAT1	uric-acid	17674156
SLC22A7	bumetanide		77.5	S2-OAT2	prostaglandin-f2alpha	14610216
SLC22A7	chlorothiazide		2205	S2-OAT2	prostaglandin-f2alpha	14610216
SLC22A7	cyclic-gmp	93		HEK-OAT2	2_-deoxyguanosine	18216183
SLC22A7	cyclothiazide		39.2	S2-OAT2	prostaglandin-f2alpha	14610216
SLC22A7	diclofenac		14.3	S2-OAT2	prostaglandin-f2alpha	12388633
SLC22A7	ethacrynic-acid		121	S2-OAT2	prostaglandin-f2alpha	14610216
SLC22A7	furosemide		603	S2-OAT2	prostaglandin-f2alpha	14610216
SLC22A7	hydrochlorothiazide		1023	S2-OAT2	prostaglandin-f2alpha	14610216
SLC22A7	ibuprofen		692	S2-OAT2	prostaglandin-f2alpha	12388633
SLC22A7	indomethacin		64.1	S2-OAT2	prostaglandin-f2alpha	12388633
SLC22A7	ketoprofen		400	S2-OAT2	prostaglandin-f2alpha	12388633
SLC22A7	mefenamic-acid		21.7	S2-OAT2	prostaglandin-f2alpha	12388633
SLC22A7	naproxen		486	S2-OAT2	prostaglandin-f2alpha	12388633
SLC22A7	phenacetin		1878	S2-OAT2	prostaglandin-f2alpha	12388633
SLC22A7	piroxicam		70.3	S2-OAT2	prostaglandin-f2alpha	12388633
SLC22A7	probenecid	766		S2-OAT2	prostaglandin-f2alpha	12023506
SLC22A7	sulindac		440	S2-OAT2	prostaglandin-f2alpha	12388633
SLC22A7	trichloromethiazide		1120	S2-OAT2	prostaglandin-f2alpha	14610216
SLC22A8	(noradamantan-3-yl)-1_3-dipropylxanthine-(kw-3902)	3.7		S2-OAT3	estrone-3-sulfate	11426832
SLC22A8	acetazolamide		816	S2-OAT3	estrone-3-sulfate	14610216
SLC22A8	betamipron	48.3		S2-OAT3	estrone-3-sulfate	11426832
SLC22A8	bumetanide		0.75	S2-OAT3	estrone-3-sulfate	14610216
SLC22A8	candesartan		0.3	HEK293-OAT3	uric-acid	17674156
SLC22A8	chlorothiazide		65.3	S2-OAT3	estrone-3-sulfate	14610216
SLC22A8	cilastatin	231		S2-OAT3	estrone-3-sulfate	11426832
SLC22A8	cimetidine		79	CHO-OAT3	sitagliptin	17314201
SLC22A8	cyclothiazide		27.9	S2-OAT3	estrone-3-sulfate	14610216
SLC22A8	diclofenac		7.78	S2-OAT3	estrone-3-sulfate	12388633
SLC22A8	ethacrynic-acid		0.58	S2-OAT3	estrone-3-sulfate	14610216
SLC22A8	fenofibric-acid		2.2	CHO-OAT3	sitagliptin	17314201
SLC22A8	fluvastatin		5.79	S2-OAT3	estrone-3-sulfate	14729100
SLC22A8	furosemide		7.31	S2-OAT3	estrone-3-sulfate	14610216
SLC22A8	furosemide		1.7	CHO-OAT3	sitagliptin	17314201
SLC22A8	gemfibrozil		6.8	S2-OAT3	pravastatin	17455113
SLC22A8	hydrochlorothiazide		942	S2-OAT3	estrone-3-sulfate	14610216
SLC22A8	ibuprofen		6	S2-OAT3	estrone-3-sulfate	12388633
SLC22A8	ibuprofen		3.7	CHO-OAT3	sitagliptin	17314201
SLC22A8	indapamide		11	CHO-OAT3	sitagliptin	17314201
SLC22A8	indomethacin		0.61	S2-OAT3	estrone-3-sulfate	12388633
SLC22A8	ketoprofen		5.98	S2-OAT3	estrone-3-sulfate	12388633
SLC22A8	losartan		1.6	HEK293-OAT3	uric-acid	17674156
SLC22A8	mefenamic-acid		0.78	S2-OAT3	estrone-3-sulfate	12388633
SLC22A8	methazolamide		97.5	S2-OAT3	estrone-3-sulfate	14610216
SLC22A8	naproxen		4.67	S2-OAT3	estrone-3-sulfate	12388633
SLC22A8	novobiocin	4.77	4.99	COS7-OAT3	estrone-3-sulfate	19282394
SLC22A8	olmesartan		0.027	HEK293-OAT3	uric-acid	17674156
SLC22A8	phenacetin		19.4	S2-OAT3	estrone-3-sulfate	12388633
SLC22A8	piroxicam		2.52	S2-OAT3	estrone-3-sulfate	12388633
SLC22A8	pratosartan		0.095	HEK293-OAT3	uric-acid	17674156
SLC22A8	pravastatin		13.7	S2-OAT3	estrone-3-sulfate	14729100
SLC22A8	probenecid		3.1	CHO-OAT3	cimetidine	17314201
SLC22A8	probenecid	9		S2-OAT3	estrone-3-sulfate	11426832
SLC22A8	probenecid	1.3		HEK293-OAT3	fexofenadine	16455804
SLC22A8	probenecid	4.41		S2-OAT3	ochratoxin-a	11669456
SLC22A8	probenecid		5.6	CHO-OAT3	sitagliptin	17314201
SLC22A8	quinapril		6.2	CHO-OAT3	sitagliptin	17314201
SLC22A8	simvastatin		32.3	S2-OAT3	estrone-3-sulfate	14729100
SLC22A8	sitagliptin		160	CHO-OAT3	cimetidine	17314201
SLC22A8	sulindac		3.62	S2-OAT3	estrone-3-sulfate	12388633
SLC22A8	telmisartan		1.6	HEK293-OAT3	uric-acid	17674156
SLC22A8	trichloromethiazide		71.2	S2-OAT3	estrone-3-sulfate	14610216
SLC22A8	valsartan		0.2	HEK293-OAT3	uric-acid	17674156
SLC47A1	amantadine	111.8		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	cetirizine	371.2		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	chlorpheniramine	87.6		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	cimetidine	1.1		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	desipramine	55.7		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	diltiazem	12.5		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	diphenhydramine	87		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	disopyramide	83.8		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	famotidine	0.6		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	imipramine	42		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	metformin	666.9		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	mitoxantrone		4.4	HeLa-MATE1	metformin	20053795
SLC47A1	mitoxantrone		5.2	HeLa-MATE1	tetraethylammonium	20053795
SLC47A1	pramipexole	141.4		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	procainamide	217		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	quinidine	29.2		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	ranitidine		18.9	HeLa-MATE1	metformin	20053795
SLC47A1	ranitidine		17.5	HeLa-MATE1	tetraethylammonium	20053795
SLC47A1	ranitidine	25.4		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	rapamycin		3.27	HeLa-MATE1	metformin	20053795
SLC47A1	rapamycin		3.51	HeLa-MATE1	tetraethylammonium	20053795
SLC47A1	ritonavir		15.4	HeLa-MATE1	metformin	20053795
SLC47A1	ritonavir		13.9	HeLa-MATE1	tetraethylammonium	20053795
SLC47A1	talipexole	66		HEK293-MATE1	tetraethylammonium	19164462
SLC47A1	verapamil	27.5		HEK293-MATE1	tetraethylammonium	19164462
SLC47A2	amantadine	1167		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	cetirizine	817.6		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	chlorpheniramine	191.2		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	cimetidine	7.3		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	desipramine	283		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	diltiazem	117		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	diphenhydramine	266.5		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	disopyramide	291.6		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	famotidine	9.7		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	imipramine	182.9		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	metformin	6515.7		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	pramipexole	24.1		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	procainamide	178.1		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	quinidine	23.1		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	ranitidine	25		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	talipexole	119.5		HEK293-MATE2	tetraethylammonium	19164462
SLC47A2	verapamil	32.1		HEK293-MATE2	tetraethylammonium	19164462
SLCO1A2	bromsulphthalein-(bsp)		3.75	COS1-OATP1A2	estrone-3-sulfate	19741038
SLCO1A2	hesperidin		2.7	HeLa-OATP1A2	fexofenadine	17301733
SLCO1A2	naringin		3.6	HeLa-OATP1A2	fexofenadine	17301733
SLCO1A2	naringin		343	OATP1A2-expressing oocytes	talinolol	19779132
SLCO1A2	rifampicin	51		OATP1A2-expressing oocytes	bromsulphthalein-(bsp)	12085361
SLCO1A2	rifamycin-sv	11		OATP1A2-expressing oocytes	bromsulphthalein-(bsp)	12085361
SLCO1A2	verapamil		2.6	HeLa-OATP1A2	fexofenadine	17301733
SLCO1B1	17beta-estradiol		3.9	CHO-OATP1B1	estradiol-17beta-glucuronide	18321482
SLCO1B1	17beta-estradiol	3.3		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	5beta-androstane	374		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	amprenavir	12.8	14.4	CHO-OATP1B1	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B1	antamanide		100	MDCK II-OATP1B1	bromsulphthalein-(bsp)	16495352
SLCO1B1	atazanavir	1.5	1.7	CHO-OATP1B1	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B1	bezafibrate	45.2		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	bromsulphthalein-(bsp)	0.6	0.7	CHO-OATP1B1	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B1	bromsulphthalein-(bsp)		0.08	HeLa-OATP1B1	estradiol-17beta-glucuronide	12490595
SLCO1B1	bromsulphthalein-(bsp)		1.7	COS1-OATP1A2	estrone-3-sulfate	19741038
SLCO1B1	chenodeoxycholic-acid	3.4		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	cholic-acid	25		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	clotrimazole		9	CHO-OATP1B1	estradiol-17beta-glucuronide	18321482
SLCO1B1	clotrimazole	7.6		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	cyclosporine		3.5	MDCK II-OATP1B1	bromsulphthalein-(bsp)	16495352
SLCO1B1	cyclosporine		0.3	CHO-OATP1B1	bosentan	17496208
SLCO1B1	cyclosporine		0.37	HeLa-OATP1B1	estradiol-17beta-glucuronide	12490595
SLCO1B1	cyclosporine	0.24		HEK293-OATP1B1	pitavastatin	16595711
SLCO1B1	cyclosporine		0.31	HeLa-OATP1B1	rosuvastatin	16697742
SLCO1B1	cyclosporine		2.2	OATP1B1-expressing oocytes	rosuvastatin	15289793
SLCO1B1	darunavir	3.1	3.5	CHO-OATP1B1	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B1	dehydrocholic-acid	29.7		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	deoxycholic-acid	3.2		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	digoxin	7	7.9	CHO-OATP1B1	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B1	estrone-3-sulfate		0.79	HEK293-OATP1B1	estradiol-17beta-glucuronide	16611857
SLCO1B1	estrone-3-sulfate	0.2		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	fenofibrate	105.2		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	fexofenadine	257		HEK293-OATP1B1	estrone-3-sulfate	16014768
SLCO1B1	gemfibrozil	12.5		HEK293-OATP1B1	estradiol-17beta-glucuronide	16316932
SLCO1B1	gemfibrozil		25	HeLa-OATP1B1	rosuvastatin	16697742
SLCO1B1	glyburide	0.75		HEK293-OATP1B1	pitavastatin	16595711
SLCO1B1	glycocholic-acid	22		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	gw1929	0.3		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	gw4064	32.4		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	hyperforin		0.82	HeLa-OATP1B1	estradiol-17beta-glucuronide	12490595
SLCO1B1	indinavir	10.8	12.2	CHO-OATP1B1	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B1	indinavir		5.84	HeLa-OATP1B1	estradiol-17beta-glucuronide	12490595
SLCO1B1	lithocholate		0.7	CHO-OATP1B1	estradiol-17beta-glucuronide	18321482
SLCO1B1	lithocholate	1.2		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	lopinavir	0.5	0.5	CHO-OATP1B1	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B1	mevinolin		6.1	CHO-OATP1B1	estradiol-17beta-glucuronide	18321482
SLCO1B1	mevinolin	12.7		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	mifepristone		3.3	CHO-OATP1B1	estradiol-17beta-glucuronide	18321482
SLCO1B1	mifepristone	2.2		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	mk-571		5	MDCK II-OATP1B1	bromsulphthalein-(bsp)	16495352
SLCO1B1	mk-571		0.3	HEK293-OATP1B1	estradiol-17beta-glucuronide	16316932
SLCO1B1	montelukast		10	MDCK II-OATP1B1	bromsulphthalein-(bsp)	16495352
SLCO1B1	nelfinavir		0.93	HeLa-OATP1B1	estradiol-17beta-glucuronide	12490595
SLCO1B1	paclitaxel		50	MDCK II-OATP1B1	bromsulphthalein-(bsp)	16495352
SLCO1B1	paclitaxel		0.03	CHO-OATP1B1	estradiol-17beta-glucuronide	18321482
SLCO1B1	pravastatin	21.8		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	repaglinide		2.2	HEK293-OATP1B1	bromsulphthalein-(bsp)	18314419
SLCO1B1	rifampicin		120	MDCK II-OATP1B1	bromsulphthalein-(bsp)	16495352
SLCO1B1	rifampicin	1.6	1.8	CHO-OATP1B1	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B1	rifampicin	3.08	3.25	HEK293-OATP1B1	atorvastatin	17192770
SLCO1B1	rifampicin		3.2	CHO-OATP1B1	bosentan	17496208
SLCO1B1	rifampicin	17		OATP1B1-expressing oocytes	bromsulphthalein-(bsp)	12085361
SLCO1B1	rifampicin		0.94	HeLa-OATP1B1	estradiol-17beta-glucuronide	12490595
SLCO1B1	rifampicin		1.5	CHO-OATP1B1	estradiol-17beta-glucuronide	18321482
SLCO1B1	rifampicin	0.48		HEK293-OATP1B1	pitavastatin	16595711
SLCO1B1	rifamycin-sv	2		OATP1B1-expressing oocytes	bromsulphthalein-(bsp)	12085361
SLCO1B1	rifamycin-sv	0.17		HEK293-OATP1B1	pitavastatin	16595711
SLCO1B1	ritonavir	1.4	1.6	CHO-OATP1B1	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B1	ritonavir		0.71	HeLa-OATP1B1	estradiol-17beta-glucuronide	12490595
SLCO1B1	ritonavir	0.78		HEK293-OATP1B1	pitavastatin	16595711
SLCO1B1	rosiglitazone		6	HEK293-OATP1B1	bromsulphthalein-(bsp)	18314419
SLCO1B1	saquinavir	1.8	2.1	CHO-OATP1B1	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B1	saquinavir		1.23	HeLa-OATP1B1	estradiol-17beta-glucuronide	12490595
SLCO1B1	saquinavir	1.59		HEK293-OATP1B1	pitavastatin	16595711
SLCO1B1	sildenafil		1.5	CHO-OATP1B1	bosentan	17496208
