Transporter	Inhibitor	Ki	IC50	CellSystem	Substrate	Reference
SLC22A6	phenacetin		200	CHO-OAT1	adefovir	10991954
SLC22A6	piroxicam	19.8		S2-OAT1	ochratoxin-a	11669456
SLC22A6	piroxicam		20.5	CHO-OAT1	adefovir	10991954
SLC22A6	probenecid		6.5	CHO-OAT1	para-aminohippurate	10703662
SLC22A6	probenecid		6.3	CHO-OAT1	6-carboxyfluorescein	10929807
SLC22A6	probenecid		7.4	CHO-OAT1	adefovir	10991954
SLC22A6	salicylate		280	CHO-OAT1	6-carboxyfluorescein	10929807
SLC22A7	cefamandole		1570	S2-OAT2	prostaglandin-f2alpha	12650826
SLC22A7	cefoperazone		1330	S2-OAT2	prostaglandin-f2alpha	12650826
SLC22A7	cefotaxime		4680	S2-OAT2	prostaglandin-f2alpha	12650826
SLC22A7	cephaloridine		4480	S2-OAT2	prostaglandin-f2alpha	12650826
SLC22A7	cephalothin		1410	S2-OAT2	prostaglandin-f2alpha	12650826
SLC22A8	cefadroxil	8620		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	cefamandole	50		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	cefazolin	550		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	cefoperazone	1890		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	cefotaxime	290		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	ceftriaxone	4390		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	cephaloridine	2460		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	cephalothin	40		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	citrinin	15.4		S2-OAT2	ochratoxin-a	11669456
SLC22A8	octanoate	8.6		S2-OAT2	ochratoxin-a	11669456
SLC22A8	para-aminohippurate	19.6		S2-OAT2	ochratoxin-a	11669456
SLC22A8	piroxicam	4.88		S2-OAT2	ochratoxin-a	11669456
ABCC2	delavirdine		ND	MDCKII-MRP2	cmfda	17172311
ABCC2	efavirenz		ND	MDCKII-MRP2	cmfda	17172311
ABCC2	emtricitabine		ND	MDCKII-MRP2	cmfda	17172311
ABCC3	delavirdine		ND	MDCKII-MRP3	cmfda	17172311
ABCC3	efavirenz		ND	MDCKII-MRP3	cmfda	17172311
ABCC3	emtricitabine		ND	MDCKII-MRP3	cmfda	17172311
ABCC6	indomethacin		ND	MRP6-expressing Sf9 vesicles	n-ethylmaleimide-s-glutathione	11880368
ABCC6	probenecid		ND	MRP6-expressing Sf9 vesicles	n-ethylmaleimide-s-glutathione	11880368
ABCC6	benzbromarone		ND	MRP6-expressing Sf9 vesicles	n-ethylmaleimide-s-glutathione	11880368
SLC22A1	midazolam	3.7		HeLa-OCT1	tetraethylammonium	9655880
SLC22A2	phenoxy-benzamine		4.9	HEK293-OCT2	n-methylpyridinium	12110607
SLC22A2	procainamide	50		OCT2-expressing oocytes	tetraethylammonium	9260930
SLC22A2	testosterone		3	N/A	N/A	17473959
SLC22A3	phenoxy-benzamine		6.13	HEK293-OCT2	n-methylpyridinium	12110607
SLC22A3	prazosin		12.6	HEK293-OCT2	n-methylpyridinium	12110607
SLCO1A2	ritonavir		<10	HeLa-OATP1A2	fexofenadine	10421612
SLCO1A2	saquinavir		<10	HeLa-OATP1A2	fexofenadine	10421612
SLC15A2	cephalexin	98		CHO-PEPT2	glycylsarcosine	15282265
SLC15A2	kyotorphin	5.1		CHO-PEPT2	glycylsarcosine	15282265
SLC15A2	anserine	180		HeLa-PEPT2	glycylsarcosine	20067523
SLC15A2	carnosine	60		HeLa-PEPT2	glycylsarcosine	20067523
SLC22A2	1-methyl-3-butylimidazolium-chloride-(bmim-cl)		1.5	CHO-OCT2	tetraethylammonium	21646436
SLC22A2	n-butyl-n-methylpyrrolidinium-chloride-(bmpy-cl)		0.48	CHO-OCT2	tetraethylammonium	21646436
SLC22A2	n-butylpyridinium-chloride-(nbupy-cl)		2.29	CHO-OCT2	tetraethylammonium	21646436
SLC22A2	creatinine		580	HEK293-OCT2	4-(4-dimethylamino)styryl-n-methylpyridinium-(asp+)	22223530
SLC22A2	dx-619	0.94		S2-OCT2	creatinine	21124314
SLC22A2	1-ethylpyridinium-chloride-(etpy-cl)		36.7	CHO-OCT2	tetraethylammonium	21646436
SLC22A2	grepafloxacin	10.4		S2-OCT2	creatinine	21124314
SLC22A2	pyridine		790	CHO-OCT2	tetraethylammonium	21646436
SLC22A2	1-hexylpyridinium-chloride-(hepy-cl)		0.35	CHO-OCT2	tetraethylammonium	21646436
SLC22A6	1-propanesulfonic-acid-(psa)		2036	CHO-OAT1	para-aminohippurate	21543413
SLC22A6	2_3-dimercapto-1-propane-sulfonate-(dmps)		83	CHO-OAT1	para-aminohippurate	21543413
SLC22A6	adipate		6.2	HEK293-OAT1	para-aminohippurate	21865262
SLC22A6	1-butanesulfonic-acid-(bsa)		514	CHO-OAT1	para-aminohippurate	21543413
SLC22A6	fumarate		1733	HEK293-OAT1	para-aminohippurate	21865262
SLC22A6	glutarate		3.3	HEK293-OAT1	para-aminohippurate	21865262
SLC22A6	jbp485	197	226	HEK293-OAT1	bestatin	22273603
SLC22A6	ketoconazole		319	OAT1-expressing oocytes	para-aminohippurate	21456052
SLC22A6	alpha-ketoglutarate		4.7	HEK293-OAT1	para-aminohippurate	21865262
SLC22A6	3-mercapto-1-propansulfonic-acid-(mps)		204	CHO-OAT1	para-aminohippurate	21543413
SLC22A6	para-aminohippurate	92	106	HEK293-OAT1	bestatin	22273603
SLC22A6	pimelate		18.6	HEK293-OAT1	para-aminohippurate	21865262
SLC22A6	probenecid	26		HeLa-OAT1	dimesna	21505084
SLC22A6	probenecid		17	OAT1-expressing oocytes	para-aminohippurate	21440623
SLC22A6	probenecid		17	OAT1-expressing oocytes	methotrexate	21440623
SLC22A6	rifampin		79.1	OAT1-expressing oocytes	para-aminohippurate	21456052
SLC22A6	rifampin	62.2		OAT1-expressing oocytes	olmesartan	21456052
SLC22A6	suberate		19.3	HEK293-OAT1	para-aminohippurate	21865262
SLC22A6	sulfasalazine		4.6	OAT1-expressing oocytes	methotrexate	21440623
SLC22A8	1-butanesulfonic-acid-(bsa)		5098	CHO-OAT3	estrone-3-sulfate	21543413
SLC22A8	alpha-ketoglutarate		92.8	HEK293-OAT3	estrone-3-sulfate	21865262
SLC22A8	adipate		136	HEK293-OAT3	estrone-3-sulfate	21865262
SLC22A8	bumetanide		7.8	OAT3-expressing oocytes	estrone-3-sulfate	21440623
SLC22A8	bumetanide		5.4	OAT3-expressing oocytes	methotrexate	21440623
SLC22A8	2_3-dimercapto-1-propane-sulfonate-(dmps)		40	CHO-OAT3	estrone-3-sulfate	21543413
SLC22A8	glutarate		78.5	HEK293-OAT3	estrone-3-sulfate	21865262
SLC22A8	jbp485	160	185	HEK293-OAT3	bestatin	22273603
SLC22A8	3-mercapto-1-propansulfonic-acid-(mps)		2139	CHO-OAT3	estrone-3-sulfate	21543413
SLC22A8	penicillin-g	88	102	HEK293-OAT3	bestatin	22273603
SLC22A8	pimelate		634	HEK293-OAT3	estrone-3-sulfate	21865262
SLC22A8	probenecid	32		HeLa-OAT3	dimesna	21505084
SLC22A8	suberate		232	HEK293-OAT3	estrone-3-sulfate	21865262
SLC22A8	sulfasalazine		3	OAT3-expressing oocytes	methotrexate	21440623
ABCC2	gemifloxacin		16	MDCKII-MRP2	erythromycin	21864659
ABCG2	sulfasalazine		0.73	BCRP-expressing oocytes	estrone-3-sulfate	21440623
SLC47A1	chloroquine		2.5	HEK293-MATE1	metformin	21518836
SLC47A1	cimetidine	3.8		HEK293-MATE1	metformin	22072731
SLC47A1	dx-619	0.82		HEK293-MATE1	creatinine	21124314
SLC47A1	n-butylpyridinium-chloride-(nbupy-cl)		8.5	CHO-MATE1	1-methyl-4-phenylpyridinium-(mpp+)	21646436
SLC47A2	cimetidine	2.1		HEK293-MATE2K	tetraethylammonium	22072731
SLC47A2	dx-619	0.1		HEK293-MATE2K	creatinine	21124314
SLC47A2	n-butylpyridinium-chloride-(nbupy-cl)		1.6	CHO-MATE2K	1-methyl-4-phenylpyridinium-(mpp+)	21646436
ABCC2	bilirubin_monoglucuronide		0.28	MRP2-expressing HepG2 cells	leukotriene_c4	9355767
ABCC2	bilirubin_bisglucuronide		0.4	MRP2-expressing HepG2 cells	leukotriene_c4	9355767
ABCC2	cyclosporine	21		MRP2-expressing HEK vesicles	monoglucuronosyl_bilirubin	10421658
ABCC2	leukotrien_c4		3.3	MRP2-expressing HEK vesicles	para-aminohippurate	10760098
ABCC2	mk-571		4	MRP2-expressing HEK vesicles	para-aminohippurate	10760098
ABCC2	ochratoxin_a		58	MRP2-expressing HEK vesicles	para-aminohippurate	10760098
ABCC2	atorvastatin_lactone		15	MRP2-expressing MDCK cells	calcein_am	15616150
ABCC2	vinblastine		21	MRP2-expressing MDCK cells	calcein_am	15616150
ABCC2	simvastatin_lactone		25	MRP2-expressing MDCK cells	calcein_am	15616150
ABCC2	probenecid	42.2		Liver canalicular membrane vesicles	s-(24-dinitrophenyl)-glutathione	15618649
ABCC2	mk-571		10	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	18457386
ABCC2	cyclosporine		13.6	MRP2-expressing MDCK-II cells	calcein_am	18707884
ABCC2	mk-571		20.7	MRP2-expressing MDCK-II cells	calcein_am	18707884
ABCC2	verapamil		200	MRP2-expressing MDCK-II cells	calcein_am	18707884
ABCC2	indomethacin		235	MRP2-expressing MDCK-II cells	calcein_am	18707884
ABCC2	lct4		0.15	MRP2-expressing MDCK cells	chloromethylfluorescein-diacetate	19170519
ABCC2	mk-571		1	MRP2-expressing MDCK cells	chloromethylfluorescein-diacetate	19170519
ABCC2	ko-143		50	MRP2-expressing MDCK cells	chloromethylfluorescein-diacetate	19170519
ABCC2	ko-143c15		50	MRP2-expressing MDCK cells	chloromethylfluorescein-diacetate	19170519
ABCC2	myricetin		22	MRP2-expressing MDCK-II cells	calcein_am	19725578
ABCC2	diosmetin		50	MRP2-expressing MDCK-II cells	calcein_am	19725578
ABCC2	chrysoeril		50	MRP2-expressing MDCK-II cells	calcein_am	19725578
ABCC2	etravirine		7.8	MRP2-expressing MDCK-II cells	calcein_am	21189339
ABCC2	isoscutellarin		50	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	22822035
ABCC2	scutellarin		75	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	22822035
ABCC2	dolutegravir		90	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23132334
ABCC2	dolutegravir		100	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23132334
ABCC2	ethacrynic_acid		3.85	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	clofazimine		10.4	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	everolimus		11.3	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	cyclosporine		14.5	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	rifaximin		15.4	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	rifapentine		16.3	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	temsirolimus		17.6	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	daptomycin		29.1	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	suramin		36.8	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	tacrolimus		40.3	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	benzbromarone		41.6	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	wortmannin		46.1	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	rifabutin		49.8	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	rifampicin		53	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	ertapenem_sodium		56.2	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	eprosartan		57.9	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	zafirlukast		58.8	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	rubitecan		60.5	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	valrubicin		64	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	reserpine		68.4	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	repaglinide		72.3	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	leuprolide_acetate		80.2	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	epalrestat		84.4	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	cefixime		89.4	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	foscarnet_sodium		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	nefopam		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	orlistat		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	thiotepa		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	voriconazole		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	hydrochlorothiazide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	isoxicam		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	melphalan		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	metformin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	vorinostat		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	zolpidem_tartrate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	tiapride		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	terlipressin_acetate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	venlafaxine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	roquinimex		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	fluvoxamine_maleate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	talniflumate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	fluoxetine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	minoxidil		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	nateglinide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	sumatriptan		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	zaleplon		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	pindolol		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	ramipril		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	remoxipride		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	ribavirin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	risperidone		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	d(-)-norgestrel		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	nimesulide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	famciclovir		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	vigabtrin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	ethosuximide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	ethambutol_dihydrochloride		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	dutasteride		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	doxazosin_mesylate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	cefdinir		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	tacrine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	aspirin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	azlocillin_sodium		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	bronopol		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	decitabine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	m-amsa		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	mebendazole		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	amlodipine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	alendronate_sodium		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	alprenolol		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	atropine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	donepezil		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	dipyridamole		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	sunitinib_malate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	alprostadil		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	lornoxicam		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	quercetin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	nisoldipine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	gefitinib		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	oxymetholone		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	exemestane		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	maraviroc		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	isradipine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	enfuvirtide_acetate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	bromopride		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	celecoxib		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	ciclesonide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	acecainide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	agomelatine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	colchicine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	dofetilide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	dox		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	chlorzoxazone		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	erythromycin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	bifonazole		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	1-naphthylisothiocyanate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	dinoprost_tromethamine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	abiraterone		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	acipimox		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	enoxacin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	methimazole		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	oxcarbazepine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	flutamide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	zonisamide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	minocycline_hydrochloride		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	topiramate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	nevirapine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	nitrazepam		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	probenecid		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	ranitidine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	rivaroxaban		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	rocuronium_bromide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	zileuton		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	zolmitriptan		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	maxipost		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	tadalafil		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	tenoxicam		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	tetracycline		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	metronidazole		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	mizoribine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	phenacetin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	tinidazole		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	tobramycin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	cidofovir		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	clarithromycin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	diltiazem		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	emetine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	clopamide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	dexchlorpheniramine_maleate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	pyrazinamide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	sulfacetamide_sodium		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	terfenadine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	piroxicam		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	voglibose		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	warfarin_sodium		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	pramipexole		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	terbinafine_hydrochloride		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	triamterene		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	trilostane		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	timolol		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	valacyclovir_hydrochloride		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	sulfamethoxazole		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	etidronate_disodium		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	flutiaddinfoone_propionate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	quetiapine_hemifumarate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	fenoldopam_mesylate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	fleroxacin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	atenolol		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	benznidazole		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	bivalirudin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	caffeine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	carvedilol		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	enalaprilat		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	eszopiclone		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	epirubicin_hydrochloride		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	eptifibatide_acetate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	imiquimod		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	etretinate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	iohexol		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	iproniazid		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	lacosamide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	lansoprazole		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	lenalidomide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	ipratropium_bromide		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	formoterol_fumarate		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	gatifloxacin		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	plerixafor		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
ABCC2	stavudine		133	MRP2-expressing sf9 vesicles	estradiol-17beta-glucuronide	23956101
