Transporter	Substrate	Km	CellSystem	Reference
SLCO1B3	pitavastatin	3.25	HEK293-OATP1B3	15159445
SLCO1B3	pitavastatin	3.8	OATP1B3-expressing oocytes	16259759
SLCO1B3	rifampicin	2.3	OATP1B3-expressing oocytes	12085361
SLCO1B3	rosuvastatin	9.8	HeLa-OATP1B3	16697742
SLCO1B3	rosuvastatin	14.2	HEK293-OATP1B3	18617601
SLCO1B3	taurocholate	5.8	OATP1B3-expressing oocytes	11375950
SLCO1B3	tauroursodeoxycholate	15.9	HEK293-OATP1B3	16686371
SLCO1B3	telmisartan	0.81	HEK293-OATP1B3	16611857
SLCO1B3	triiodothyronine	6.4	OATP1B3-expressing oocytes	11375950
SLCO1B3	valsartan	18.2	HEK293-OATP1B3	16624871
SLCO1B3	valsartan	23.5	CHO-OATP1B3	19936896
SLCO2B1	atorvastatin	0.2	MDCK II-OATP2B1	17178262
SLCO2B1	bosentan	202	CHO-OATP2B1	17496208
SLCO2B1	bromsulphthalein-(bsp)	0.7	OATP2B1-expressing oocytes	11159893
SLCO2B1	estrone-3-sulfate	6.3	OATP2B1-expressing oocytes	11159893
SLCO2B1	estrone-3-sulfate	7.14	HEK293-OATP2B1	15640378
SLCO2B1	estrone-3-sulfate	8.09	HEK293-OATP2B1	14610227
SLCO2B1	estrone-3-sulfate	10.2	HEK293-OATP2B1	17470528
SLCO2B1	estrone-3-sulfate	20.9	HEK293-OATP2B1	16595711
SLCO2B1	fluvastatin	0.75	HEK293-OATP2B1	17470528
SLCO2B1	glyburide	6.26	HEK293-OATP2B1	15640378
SLCO2B1	pitavastatin	1.17	HEK293-OATP2B1	16595711
SLCO2B1	pravastatin	2250	HEK293-OATP2B1	14610227
SLCO2B1	rosuvastatin	2.4	HeLa-OATP2B1	16697742
SLCO2B1	rosuvastatin	6.42	HEK293-OATP2B1	18617601
SLCO2B1	taurocholate	71.8	HEK293-OATP2B1	14610227
SLC15A1	5-aminolevulinic-acid	394	PEPT1-expressing oocytes	9637710
SLC15A1	bestatin	340	Caco-2	8396335
SLC15A1	cefadroxil	ND	HeLa-PEPT1	18824524
SLC15A1	cephalexin	7.97	Caco-2	15056866
SLC15A1	oseltamivir	6540	Caco-2	19439487
SLC15A1	oseltamivir	8590	HeLa-PEPT1	19439487
SLC15A2	5-aminolevulinic-acid	227	PEPT2-expressing oocytes	9637710
SLC15A2	bestatin	ND	PEPT2-expressing oocytes	18367661
SLC15A2	enalapril	ND	PEPT2-expressing oocytes	18336632
SLC22A1	acyclovir	151.2	S2-OCT1	11861798
SLC22A1	ganciclovir	516.2	S2-OCT1	11861798
SLC22A1	oxaliplatin	ND	MDCK-OCT1	16951202
SLC22A2	memantine	34	HEK293-OCT2	9687576
SLC22A4	ipratropium	444	HEK293-OCTN1	20020740
SLC22A4	quinidine	ND	OCTN1-expressing oocytes	10215651
SLC22A4	verapamil	ND	OCTN1-expressing oocytes	10215651
SLC22A5	ipratropium	53	HEK293-OCTN2	20020740
SLC22A5	quinidine	ND	HEK293-OCTN2	10525100
SLC22A5	verapamil	ND	HEK293-OCTN2	10525100
SLC22A6	6-carboxyfluorescein	3.93	CHO-OAT1	10929807
SLC22A6	adefovir	30	OAT1-expressing oocytes	10462545
SLC22A6	adefovir	23.8	CHO-OAT1	10929807
SLC22A6	cidofovir	46	OAT1-expressing oocytes	10462545
SLC22A6	cidofovir	58	CHO-OAT1	10929807
SLC22A6	glutarate	10.7	CHO-OAT1	10929807
SLC22A6	para-aminohippurate	9.3	OAT1-expressing oocytes	9887087
SLC22A6	para-aminohippurate	5	HeLa-OAT1	9950961
SLC22A6	para-aminohippurate	4	OAT1-expressing oocytes	10462545
SLC22A6	para-aminohippurate	15.4	CHO-OAT1	10929807
SLC22A6	para-aminohippurate	3.9	OAT1-expressing oocytes	11602689
SLC22A6	zalcitabine	ND	CHO-OAT1	16724555
SLC22A8	cefaclor	ND	HEK293-OAT3	16098483
SLC22A8	ceftizoxime	ND	HEK293-OAT3	16098483
SLC22A8	cimetidine	57.4	OAT3-expressing oocytes	11306713
SLC22A8	estrone-3-sulfate	7.5	S2-OAT3	11205882
SLC22A8	furosemide	ND	S2-OAT3	14610216
SLCO1A2	bromsulphthalein-(bsp)	ND	OATP1A2-expressing oocytes	11159893
SLCO1A2	dehydroepiandrosterone-sulfate	ND	OATP1A2-expressing oocytes	11159893
SLCO1A2	fexofenadine	6.4	HeLa-OATP1A2	10421612
SLCO1A2	ouabain	5.5	OATP1A2-expressing oocytes	8938553
SLCO1A2	taurocholate	60	OATP1A2-expressing oocytes	7557095
SLCO1A2	tauroursodeoxycholate	19	OATP1A2-expressing oocytes	7557095
SLCO1A2	thyroxine	ND	OATP1A2-expressing oocytes	11316767
SLCO1B1	17beta-glucuronosyl-estradiol	8.2	HEK293-OATP1B1	11134001
SLCO1B1	bilirubin	0.00076	OATP1B1-expressing oocytes	12568656
SLCO1B1	bisglucuronosyl-bilirubin	0.28	HEK293-OATP1B1	11134001
SLCO1B1	bromsulphthalein-(bsp)	0.14	HEK293-OATP1B1	11134001
SLCO1B1	cholate	11.4	HEK293-OATP1B1	11134001
SLCO1B1	cholyl-taurine	10	HEK293-OATP1B1	11134001
SLCO1B1	dehydroepiandrosterone-sulfate	21.5	HEK293-OATP1B1	11134001
SLCO1B1	estrone-3-sulfate	12.5	HEK293-OATP1B1	11134001
SLCO1B1	methotrexate	ND	OATP1B1-expressing oocytes	11375950
SLCO1B1	monoglucuronosyl-bilirubin	0.1	HEK293-OATP1B1	11134001
SLCO1B3	17beta-glucuronosyl-estradiol	5.4	HEK293-OATP1B3	11134001
SLCO1B3	bilirubin	0.0391	OATP1B3-expressing oocytes	12568656
SLCO1B3	bromsulphthalein-(bsp)	3.3	HEK293-OATP1B3	11134001
SLCO1B3	fluvastatin	7	MDCK II-OATP1B3	16046661
SLCO1B3	monoglucuronosyl-bilirubin	0.5	HEK293-OATP1B3	11134001
SLCO1B3	telmisartan	0.81	HEK293-OATP1B3	16611857
SLCO1B3	telmisartan-glucuronide	3.4	HEK293-OATP1B3	18180273
SLCO2B1	telmisartan-glucuronide	1.09	HEK293-OATP2B1	18180273
SLCO2B1	fexofenadine	ND	HEK293-OATP2B1	14610227
SLCO1B3	digoxin	ND	OATP1B3-expressing oocytes	11159893
SLCO1B1	methotrexate	ND	OATP1B1-expressing oocytes	11375950
SLC22A2	lamivudine	46.3	OCT2-expressing oocytes	22415520
SLC22A6	dimesna	636	HeLa-OAT1	21505084
SLC22A8	dimesna	390	HeLa-OAT3	21505084
